auros-manifest/1
ebc45fabefbabdd06424b3c476b11e93fec784069ff10844e7383d59f491f8cb	8	1700000000000000000	Documents/Résumé.txt	Documents/Résumé.txt
ff3f997af2cc3a3daf33416a5071abd844139d581357c04f8b45d9f5f44d412a	22	1700000000000000000	Documents/Zebra.txt	Documents/Zebra.txt
5891b5b522d5df086d0ff0b110fbd9d21bb4fc7163af34d08286a2e846f6be03	6	1700000000000000000	Documents/a.txt	Documents/a.txt
2221d452501b75e0a2c1cfef5764d433dbef54a0d558294d68defbeabac9cf37	21	1700000000000000000	Documents/aux.txt	Documents/%2561ux.txt
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	1700000000000000000	Documents/empty.txt	Documents/empty.txt
bdb529e2b704ffb0987bd7a4aa08212faf219af60205808cd099783fd047c145	8	1700000000000000000	Documents/sub dir/notes 50%25.txt	Documents/sub dir/notes 50%2525.txt
3c7ee705a8da7e9e1ded8f857ba0df2abfaaf91abb93c67efd8c175ef4de76fc	13	1700000000000000000	Documents/tab%09here.txt	Documents/tab%2509here.txt
24f25a1ecf5699f5e303b0df046890d000386e9f2c5f4fca70946d613e33ab9f	20	1700000000000000000	Documents/trailing dot.	Documents/trailing dot%252E
feee2e29ecd09e792a3ab9590b8e7c5537e1f85f786c61b50f64e3129da038b7	9	1700000000000000000	Documents/what?.txt	Documents/what%253F.txt
328b6b6bb96c6b59b50225f9816f47daec5567c5dace56b63b6143986d4a5c15	12	1700000000000000000	Documents/Ａ.txt	Documents/Ａ.txt
5cc892e8dd79d45dfef21f9a87e7955896c96ab9b791f2345e5a456bca444f61	7	1700000000000000000	Documents/😀.txt	Documents/😀.txt
3aeb7a90b4a14f6efdcdb1a9574366522d0ebc963950dba1d6d992bab6865293	18	1700000000000000000	Pictures/holiday/photo.jpg	Pictures/holiday/photo.jpg
end	12	144	f2fa7d95a16acac5d9c48e565a4f5798d5122cd9629f1fbfe6f8e05c9cc1b8dd
